,Unibail-Rodamco,LOréal,Worldline SA,EssilorLuxottica,Bouygues,LEGRAND,SAFRAN,Dassault Systèmes,Sodexo,Publicis,Schneider Electric,Hermès (Hermes International,Accor,LVMH Moet Hennessy Louis Vuitton,Air Liquide
2019-06-07,135.25,244.5,58.35,106.6,62.08,122.55,132.15,103.9,31.52,46.88,73.5,33.79,609.0,356.85,106.45
2019-06-06,137.25,243.2,56.7,105.85,60.54,121.9,132.1,104.2,31.21,46.94,71.82,33.48,605.8,349.5,103.73
2019-06-05,136.85,241.0,57.45,106.05,59.92,120.25,132.0,102.8,31.55,47.08,72.2,32.9,596.6,349.1,103.86
2019-06-04,136.7,240.6,54.1,103.4,59.06,120.05,132.3,101.4,31.41,46.8,71.48,32.66,596.4,342.45,103.73
2019-06-03,134.0,240.7,53.8,104.05,59.04,119.45,131.75,102.4,31.07,46.31,71.26,32.69,593.8,338.3,102.82
2019-05-31,132.8,241.0,53.2,102.5,60.12,117.05,131.75,102.25,31.4,46.71,70.4,32.98,590.2,338.5,101.32
2019-05-30,135.6,241.3,52.65,103.2,61.0,117.7,132.55,102.2,31.85,47.0,71.62,33.18,597.0,339.85,101.95
2019-05-29,136.8,241.0,52.35,102.85,61.26,117.15,132.25,101.0,31.04,47.43,72.08,33.83,595.0,338.1,101.09
2019-05-28,137.75,242.4,52.6,104.2,61.32,119.3,136.1,102.25,31.63,47.25,74.44,34.25,605.0,342.4,102.86
2019-05-27,137.55,245.0,51.25,106.1,61.38,121.35,136.9,102.25,31.73,47.16,73.78,33.92,605.4,337.2,103.86
2019-05-24,138.6,242.8,51.1,106.45,61.36,120.85,137.4,102.4,31.76,47.44,73.48,34.23,606.4,336.5,103.18
2019-05-23,135.5,241.6,49.9,105.6,61.64,120.15,139.6,102.5,32.09,48.18,72.32,34.23,607.0,334.15,102.82
2019-05-22,140.0,242.7,52.05,106.65,61.38,123.1,139.05,101.6,32.58,47.97,73.48,34.49,613.8,334.55,103.59
2019-05-21,140.65,240.6,50.75,106.85,61.0,124.05,139.8,102.25,32.46,47.97,73.98,34.45,605.6,334.85,103.18
2019-05-20,142.15,241.2,50.75,108.7,61.14,125.2,141.1,100.25,32.38,48.12,72.6,34.89,604.6,330.4,104.82
2019-05-17,142.9,242.4,51.15,109.5,61.18,125.35,138.2,100.55,33.0,48.18,72.52,34.43,609.4,342.3,107.09
2019-05-16,142.7,244.6,51.7,108.5,60.7,124.65,133.85,99.94,33.72,48.14,71.88,34.49,611.6,341.25,106.0
2019-05-15,143.25,236.7,50.85,108.4,60.88,123.9,132.0,99.86,33.1,47.84,71.94,34.83,610.4,337.3,104.64
2019-05-14,144.0,237.8,50.65,108.85,59.46,121.2,133.4,99.82,32.14,47.59,70.98,34.29,598.8,336.2,104.41
2019-05-13,142.0,235.7,50.2,109.3,59.68,119.8,133.95,99.04,31.81,48.72,70.8,34.36,597.8,324.7,102.73
2019-05-10,145.05,236.3,51.1,110.35,60.3,123.4,135.6,100.45,32.63,48.79,72.3,35.44,610.4,338.2,103.14
2019-05-09,145.95,238.7,50.4,106.15,60.3,122.35,135.65,100.75,32.63,49.73,71.64,36.42,607.0,333.1,103.77
2019-05-08,148.35,237.7,52.05,106.8,61.14,123.85,135.05,101.45,33.11,50.15,72.72,36.4,612.0,340.85,105.45
2019-05-07,152.35,236.5,52.85,106.0,61.02,125.3,135.2,101.95,32.81,49.77,73.38,36.76,614.8,334.5,105.09
2019-05-06,151.4,238.0,54.65,107.4,61.6,126.5,133.45,100.8,32.8,50.02,73.14,37.07,620.6,344.9,107.14
2019-05-03,150.35,241.9,55.1,106.65,62.32,127.35,135.7,102.1,33.18,50.59,74.12,37.79,623.2,354.95,107.86
2019-05-02,154.45,240.1,55.3,107.05,62.86,127.35,136.45,101.7,33.64,50.17,74.4,37.72,616.8,350.75,107.64
2019-04-30,154.15,242.4,55.9,108.35,65.64,129.45,140.0,102.7,33.36,50.93,76.0,38.3,622.4,349.45,107.86
2019-04-29,155.4,240.3,56.5,108.5,65.4,129.3,140.45,102.85,35.16,51.05,75.98,38.02,620.4,346.0,107.82
2019-04-26,155.15,241.2,55.95,108.0,64.42,129.2,142.15,103.4,34.86,49.44,76.3,37.9,616.6,345.5,107.82
2019-04-25,154.7,243.5,56.05,107.05,64.24,125.05,142.5,103.9,34.58,49.1,76.38,37.87,616.4,348.55,108.36
2019-04-24,154.2,244.7,57.1,106.95,64.32,125.7,136.9,103.05,34.67,49.44,76.02,38.56,616.2,351.5,106.59
2019-04-23,151.6,241.5,55.0,109.5,64.2,125.3,135.6,103.85,34.55,49.39,77.2,38.8,611.6,350.2,106.95
2019-04-18,154.25,244.1,53.75,108.0,64.3,123.35,133.85,102.35,34.98,49.44,77.42,37.61,605.2,353.1,107.86
2019-04-17,154.3,242.3,53.95,107.15,62.7,122.5,133.9,102.15,35.02,47.34,75.06,37.27,605.0,350.8,106.45
2019-04-16,154.25,245.0,54.9,104.2,62.1,121.25,134.3,101.5,34.75,46.87,74.04,36.92,602.2,346.7,106.41
2019-04-15,154.25,239.1,56.35,101.7,61.86,121.3,133.65,103.25,34.54,45.78,73.48,36.86,599.8,342.5,105.23
2019-04-12,153.95,240.0,55.95,101.45,61.7,121.55,132.6,104.65,33.9,44.6,73.6,37.32,596.6,343.15,105.14
2019-04-11,155.4,240.2,55.2,98.88,61.56,120.85,133.05,105.35,33.93,44.65,73.1,36.81,594.4,344.25,105.18
2019-04-10,150.95,241.4,52.3,97.0,61.54,121.0,133.6,101.2,33.67,43.89,73.16,36.57,588.2,338.0,105.64
2019-04-09,148.0,241.0,51.8,96.92,61.72,120.95,134.15,100.5,33.22,43.53,72.4,36.7,596.2,327.65,105.5
2019-04-08,150.15,240.0,53.4,96.54,61.54,122.95,132.8,100.85,33.35,44.6,72.56,37.16,595.8,331.95,105.86
2019-04-05,150.05,240.9,53.95,96.3,61.5,124.95,133.15,101.8,33.16,44.71,73.02,37.4,596.6,337.1,105.5
2019-04-04,149.25,240.8,54.45,96.98,61.44,124.4,134.45,101.5,33.11,44.88,72.52,37.35,601.4,333.4,105.18
2019-04-03,150.7,240.3,55.05,96.92,60.66,124.7,135.0,99.74,32.74,44.61,72.9,37.13,597.2,333.8,104.95
2019-04-02,150.0,239.0,53.05,96.98,60.24,122.75,133.15,98.44,32.71,44.33,71.5,36.49,596.6,335.05,103.91
2019-04-01,148.0,238.8,52.95,97.2,59.9,122.4,133.25,98.1,32.8,45.47,70.6,36.07,596.0,333.7,103.59
2019-03-29,146.6,239.0,52.45,96.64,58.72,119.3,132.4,97.36,31.54,45.47,69.96,35.75,592.4,328.35,103.09
2019-03-28,145.8,238.5,52.75,96.34,58.6,119.0,130.95,97.76,31.42,45.81,69.14,36.0,590.0,326.45,102.59
2019-03-27,147.7,237.0,52.6,98.78,59.16,117.3,132.6,97.52,31.58,45.64,68.66,36.62,590.0,322.4,102.73
2019-03-26,151.4,238.3,52.35,98.68,58.26,117.7,129.25,97.24,31.68,45.68,68.32,36.67,588.0,322.75,102.59
2019-03-25,149.75,234.5,51.5,97.14,58.74,117.9,129.3,97.0,31.43,46.24,67.48,36.74,586.8,316.6,101.73
2019-03-22,151.4,237.5,52.15,97.4,60.08,119.3,131.2,97.7,31.96,47.68,70.32,37.2,583.8,313.2,100.91
2019-03-21,149.4,236.9,52.2,98.4,59.9,120.9,130.55,97.2,31.94,47.97,70.28,37.51,592.0,318.05,102.91
2019-03-20,151.2,235.9,52.0,105.1,60.36,121.5,130.05,100.6,32.09,48.39,70.7,37.84,595.6,319.15,102.68
2019-03-19,151.05,235.0,51.5,105.35,60.54,121.65,131.2,100.6,32.86,48.14,71.0,38.07,590.0,319.85,101.82
2019-03-18,150.45,235.2,50.0,105.35,59.92,119.2,132.4,99.24,32.69,48.53,70.62,37.95,585.0,316.6,102.36
2019-03-15,147.15,236.5,49.9,105.35,60.36,118.6,130.8,99.3,32.41,48.22,70.66,37.49,580.8,318.25,103.0
2019-03-14,149.2,231.0,49.56,106.05,59.92,117.95,131.3,97.34,31.74,47.91,69.76,37.36,570.4,315.2,102.0
2019-03-13,144.2,228.5,49.52,102.6,59.52,116.9,128.55,96.94,31.74,48.01,69.24,36.44,569.6,312.15,100.95
2019-03-12,145.55,226.6,50.5,104.0,58.62,117.05,130.05,97.64,32.13,48.11,69.08,35.91,567.6,307.2,101.27
2019-03-11,146.3,226.7,51.35,104.85,58.26,116.05,129.0,97.16,31.87,47.68,68.5,35.81,564.4,306.1,101.23
2019-03-08,143.45,229.2,49.76,101.35,58.12,119.2,128.7,96.6,31.83,47.75,68.9,35.89,564.0,305.0,100.55
2019-03-07,144.0,227.8,50.05,108.55,58.44,119.9,127.55,96.58,32.4,48.45,68.86,36.05,560.4,305.45,100.95
2019-03-06,144.05,225.4,50.25,108.7,58.66,120.9,129.65,96.3,32.58,48.09,69.28,36.53,563.4,307.15,101.41
2019-03-05,143.0,226.0,49.8,109.2,58.78,120.35,128.65,95.82,32.45,47.84,69.92,36.96,563.4,309.1,100.14
2019-03-04,142.85,223.9,49.8,108.25,58.18,120.65,131.0,96.3,33.16,47.59,70.16,37.17,566.0,307.3,99.77
2019-03-01,142.5,222.2,49.42,106.85,58.34,120.2,128.75,95.84,33.18,46.66,69.14,37.18,561.8,305.95,100.64
2019-02-28,141.1,219.9,48.86,106.6,57.8,119.5,127.9,95.82,32.8,45.54,67.98,37.17,559.0,302.0,99.5
2019-02-27,143.5,219.7,48.58,106.6,57.98,119.6,128.55,96.04,32.69,45.67,68.66,37.61,556.0,302.95,99.82
2019-02-26,143.05,224.5,48.26,108.5,58.34,120.25,127.6,96.12,32.61,45.83,68.62,37.8,553.6,304.1,100.05
2019-02-25,142.7,225.0,48.76,108.45,58.92,119.3,127.55,96.24,32.96,46.0,69.6,38.0,554.8,303.5,99.5
2019-02-22,142.6,225.4,49.3,107.55,57.78,118.95,127.3,96.66,32.71,45.83,69.66,38.16,551.0,299.6,99.64
2019-02-21,145.1,225.9,49.6,108.0,58.16,118.15,128.0,95.52,32.4,46.63,69.98,38.45,548.6,295.65,98.05
2019-02-20,145.5,223.6,51.25,107.15,57.3,117.1,127.4,95.32,30.81,46.44,67.92,39.98,544.8,297.45,98.64
2019-02-19,144.55,223.2,52.2,105.75,57.68,115.55,128.35,94.36,31.17,46.61,67.86,39.7,544.4,297.65,97.05
2019-02-18,145.85,224.6,53.95,107.0,57.82,115.65,128.0,93.7,31.04,45.62,67.96,39.67,544.4,294.85,97.23
2019-02-15,145.3,222.6,52.75,105.65,55.84,115.0,126.5,94.1,31.09,45.68,68.1,39.09,540.4,294.5,96.86
2019-02-14,143.95,221.6,52.55,108.4,53.56,114.55,127.8,94.04,30.33,45.62,67.44,39.47,541.2,291.5,96.27
2019-02-13,160.0,222.2,50.5,109.65,52.92,114.4,127.75,94.82,30.11,46.03,64.22,38.43,547.0,295.25,97.0
2019-02-12,156.1,224.9,50.85,108.4,52.38,113.9,128.05,93.22,30.02,46.62,63.32,38.68,541.2,294.35,95.68
2019-02-11,155.25,220.1,50.4,108.35,51.76,112.85,127.65,93.52,29.89,46.61,62.74,37.86,530.6,288.4,95.59
2019-02-08,152.1,216.6,48.84,106.55,51.88,112.55,128.15,93.74,30.22,45.33,62.54,38.41,529.6,284.95,95.45
2019-02-07,151.2,221.2,50.95,109.05,52.96,114.1,127.0,93.98,30.9,45.49,63.38,38.65,520.0,283.5,95.45
2019-02-06,153.2,217.2,51.8,111.05,53.34,116.4,127.85,94.42,31.18,52.63,64.02,38.94,531.4,287.9,96.14
2019-02-05,153.9,219.9,51.35,111.5,51.98,115.75,115.55,94.36,30.74,51.52,63.1,38.5,529.8,291.75,97.18
2019-02-04,156.55,211.4,49.96,110.8,52.26,114.65,110.95,92.04,30.84,51.72,63.0,38.07,525.0,281.75,96.59
2019-02-01,156.9,212.2,48.28,111.05,51.68,114.9,110.55,91.16,30.92,51.07,62.02,38.07,524.6,285.3,97.23
2019-01-31,157.9,209.9,46.52,110.55,52.6,114.05,109.6,90.98,31.33,51.2,62.42,38.21,518.6,279.0,96.5
2019-01-30,155.05,207.9,45.08,110.4,51.92,113.1,109.45,91.1,30.63,50.93,61.3,38.03,516.8,279.25,97.0
2019-01-29,153.05,206.0,47.08,109.9,51.48,111.65,109.5,94.38,30.8,51.51,61.66,38.47,503.8,268.35,94.82
2019-01-28,151.7,200.8,46.12,110.15,51.94,111.55,111.0,92.96,30.88,51.66,60.68,38.3,503.4,261.65,95.18
2019-01-25,150.8,200.3,47.48,111.8,52.16,109.7,110.85,94.5,30.69,51.47,60.34,38.5,501.6,261.75,96.0
2019-01-24,147.35,199.7,46.22,112.0,51.36,109.6,110.65,92.9,30.54,50.57,60.32,38.6,500.8,258.1,95.5
2019-01-23,147.3,202.0,46.42,111.4,50.86,109.0,109.65,94.26,29.29,50.8,59.0,38.71,503.0,258.45,95.82
2019-01-22,148.1,198.45,45.4,112.25,50.9,109.1,110.55,94.58,29.51,50.17,59.8,38.73,500.0,257.3,95.55
2019-01-21,149.95,198.55,44.4,111.95,50.96,110.1,111.65,93.88,29.63,50.53,60.26,39.0,500.6,257.55,95.45
2019-01-18,151.2,196.65,44.48,112.45,50.44,110.15,109.25,94.28,30.14,50.19,59.9,37.94,499.0,254.0,95.95
2019-01-17,146.8,197.0,42.8,112.15,50.2,108.0,107.1,93.44,29.74,49.69,58.34,37.64,495.3,247.1,94.73
2019-01-16,145.65,195.7,42.5,112.0,50.12,108.4,107.25,93.12,29.79,50.13,59.2,37.57,491.0,250.3,94.59
2019-01-15,144.55,197.7,39.7,111.95,50.64,107.55,106.45,91.96,29.57,50.23,58.5,37.79,491.2,251.75,93.73
2019-01-14,143.8,197.45,39.56,112.2,50.18,105.85,106.6,93.64,29.85,50.15,58.38,37.5,490.8,251.55,93.18
2019-01-11,144.05,198.1,42.02,112.1,50.82,105.15,107.4,93.58,29.99,50.19,59.6,37.65,496.9,258.15,93.95
2019-01-10,142.6,197.4,41.6,111.9,50.82,104.6,105.6,90.5,29.9,50.28,59.36,37.19,487.6,259.15,94.5
2019-01-09,140.85,199.4,42.26,111.85,51.0,108.1,104.25,91.72,29.96,49.6,59.98,37.32,495.4,261.55,97.0
2019-01-08,144.1,199.1,39.88,111.75,48.89,107.4,101.95,89.6,30.43,48.51,60.16,36.96,470.2,260.7,97.36
2019-01-07,138.0,198.05,38.68,110.5,49.25,102.7,100.45,88.44,31.01,47.37,59.46,37.05,472.7,250.25,97.68
2019-01-04,134.6,200.5,39.68,111.55,48.32,103.35,96.52,87.64,30.83,46.89,59.9,36.92,467.9,251.25,96.82
2019-01-03,132.85,197.6,38.9,111.0,48.6,101.55,102.6,87.8,30.41,47.02,58.38,36.04,465.6,244.3,95.68
2019-01-02,130.0,200.0,41.46,111.0,49.61,103.1,103.25,88.8,30.53,47.84,58.82,37.03,479.7,254.65,99.05
2018-12-28,133.45,198.45,40.88,109.65,49.0,102.35,101.75,86.88,30.77,47.33,59.1,36.38,471.4,251.8,96.86
2018-12-27,134.2,195.1,39.86,108.15,48.86,100.35,97.92,86.7,30.19,46.57,58.0,36.1,468.8,246.7,96.5
2018-12-21,136.25,200.1,40.34,109.45,48.49,101.9,100.55,88.1,31.0,47.17,58.06,35.5,473.4,250.3,97.55
2018-12-20,137.0,201.7,41.36,109.7,48.06,104.35,102.4,89.1,30.53,47.68,58.8,35.99,476.7,250.6,96.36
2018-12-19,140.35,202.2,42.64,109.7,48.98,106.65,101.5,90.78,31.88,48.41,60.32,36.25,479.2,252.45,95.95
2018-12-18,140.65,202.9,43.08,109.3,48.83,107.15,102.65,90.1,31.85,47.53,60.84,37.39,478.0,255.05,95.86
2018-12-17,142.75,202.8,42.96,109.2,49.54,107.0,104.85,90.76,32.68,47.76,60.18,37.67,475.3,248.0,96.36
2018-12-14,143.2,204.0,46.24,110.05,49.88,108.75,108.8,90.82,33.08,47.09,61.1,37.59,485.4,251.6,97.64
2018-12-13,145.25,206.8,47.34,111.1,51.1,109.25,111.05,92.38,33.24,47.47,63.1,38.61,482.0,255.3,98.14
2018-12-12,148.6,210.8,47.12,111.2,50.66,107.55,108.8,91.66,33.71,46.38,63.52,37.63,480.4,255.0,97.77
2018-12-11,143.8,207.8,45.76,110.05,50.32,105.3,104.5,89.5,32.91,46.43,62.24,37.41,473.4,251.9,97.64
2018-12-10,145.45,208.1,44.74,110.15,49.55,104.25,104.6,89.1,32.14,45.99,61.44,37.71,476.5,245.8,94.68
2018-12-07,144.0,206.6,45.04,110.5,50.94,105.8,105.15,89.42,32.84,46.55,61.2,37.34,482.0,250.3,96.18
2018-12-06,143.5,203.4,45.18,110.5,50.7,106.65,105.65,87.76,31.99,46.72,61.16,37.0,478.9,251.1,95.59
2018-12-05,148.1,209.1,46.28,112.7,51.94,109.55,105.75,89.64,33.72,48.12,63.62,38.26,491.0,260.2,96.73
2018-12-04,148.85,210.2,47.72,112.85,52.72,112.4,108.95,90.7,33.64,49.77,65.06,38.92,492.8,259.0,97.18
2018-12-03,152.85,211.6,48.22,113.3,53.04,112.5,110.8,92.78,33.89,50.47,66.02,39.62,489.2,267.0,97.41
2018-11-30,152.6,208.2,46.88,111.0,54.32,110.4,107.55,90.16,34.03,50.34,64.56,39.5,480.9,253.0,97.27
2018-11-29,155.0,208.1,46.62,111.45,54.32,110.95,106.95,92.5,34.8,51.3,64.46,40.54,489.1,256.7,95.09
2018-11-28,159.8,209.1,46.26,108.25,53.94,108.3,103.85,91.94,34.58,50.7,63.32,40.49,482.7,257.95,95.18
2018-11-27,159.7,207.6,45.3,108.3,53.68,108.0,102.75,91.76,34.12,50.53,62.44,39.49,487.2,254.15,95.32
2018-11-26,156.4,205.0,45.22,110.45,53.68,108.9,102.45,91.18,33.95,49.6,63.52,39.36,495.9,258.6,94.86
2018-11-23,156.0,205.0,43.92,109.1,53.02,108.4,101.6,91.34,32.93,49.4,62.16,38.43,490.2,258.2,93.82
2018-11-22,155.9,204.8,43.28,109.3,53.24,106.95,102.55,92.56,32.33,50.09,62.14,38.93,491.3,259.95,94.32
2018-11-21,156.85,204.8,43.68,109.55,53.14,107.05,103.4,92.14,32.83,50.38,63.08,38.54,491.7,260.65,94.05
2018-11-20,154.2,204.3,43.14,111.15,52.48,106.65,104.75,90.96,32.34,49.98,62.5,38.57,478.0,254.0,92.73
2018-11-19,156.1,206.2,46.64,115.4,52.98,109.35,105.15,91.68,32.78,50.51,63.36,38.78,481.7,260.25,95.95
2018-11-16,157.75,208.0,47.02,116.45,53.36,108.3,107.3,91.4,32.57,50.38,63.88,39.47,488.3,264.25,96.0
2018-11-15,160.3,205.5,46.14,118.1,53.1,108.95,107.75,93.18,32.59,49.9,63.54,40.12,491.6,264.25,96.77
2018-11-14,159.2,208.6,46.86,119.2,53.06,110.95,107.65,94.22,32.54,49.9,63.54,39.76,498.0,267.0,96.73
2018-11-13,159.55,207.7,47.76,119.4,54.26,112.5,108.75,93.76,32.31,50.26,62.56,39.84,487.9,267.2,97.32
2018-11-12,160.25,205.3,46.96,118.8,55.5,112.15,112.0,94.0,32.07,50.3,64.02,39.84,492.9,264.15,97.77
2018-11-09,159.15,205.3,48.06,120.15,54.34,113.7,110.65,92.72,33.06,50.02,64.28,40.01,492.1,265.7,96.77
2018-11-08,159.85,204.7,48.88,120.55,55.72,114.9,111.05,92.86,33.02,50.61,64.32,40.91,493.9,271.35,97.55
2018-11-07,160.6,205.1,48.22,120.4,57.48,112.7,107.55,87.26,33.08,50.7,64.48,40.72,504.2,277.2,97.5
2018-11-06,157.6,203.0,47.34,119.65,57.2,111.15,107.45,86.64,32.67,49.65,64.6,41.03,504.0,274.5,96.23
2018-11-05,158.8,202.0,47.28,120.1,56.96,111.55,108.8,86.12,33.06,49.86,64.16,40.89,502.0,278.0,96.68
2018-11-02,160.9,201.1,47.62,120.7,57.72,114.65,110.95,86.66,33.06,49.82,65.4,41.25,507.8,279.35,97.32
2018-11-01,160.55,199.5,46.88,121.6,57.56,113.25,107.8,90.18,32.66,48.85,63.8,40.43,505.0,268.6,97.0
2018-10-31,161.1,199.3,46.28,121.6,57.68,114.4,108.2,89.96,32.17,49.54,64.42,40.4,505.2,268.2,96.86
2018-10-30,158.45,186.55,45.0,119.3,57.0,107.8,106.95,87.92,32.19,48.81,61.46,40.25,493.4,258.35,96.14
2018-10-29,157.3,188.5,46.5,120.05,57.02,108.05,106.55,87.78,31.51,48.35,62.22,40.15,497.3,261.2,96.18
2018-10-26,161.25,190.65,46.0,118.85,56.2,108.6,109.2,87.18,31.29,48.24,60.5,39.77,502.4,261.15,95.41
2018-10-25,161.15,191.55,46.3,120.5,56.58,111.3,112.15,86.58,31.69,48.77,62.32,40.1,500.6,264.15,97.86
2018-10-24,156.5,192.2,43.94,122.75,55.76,109.95,110.05,84.76,30.95,51.68,58.02,39.55,494.0,264.3,96.05
2018-10-23,158.0,190.55,44.94,119.35,55.84,106.5,109.65,85.36,31.29,51.1,59.34,39.71,485.1,263.35,95.59
2018-10-22,160.2,191.45,44.46,115.4,56.56,108.5,115.8,87.26,31.19,51.52,59.92,40.95,487.5,265.7,96.77
2018-10-19,161.0,191.2,44.52,117.1,57.2,109.8,115.65,86.52,32.47,52.04,61.54,40.89,492.1,264.0,96.36
2018-10-18,162.7,187.2,45.06,116.1,57.56,110.1,117.9,87.94,35.0,52.54,62.34,41.75,499.3,261.7,97.73
2018-10-17,160.1,188.5,45.32,115.7,58.8,110.05,118.3,89.2,36.62,51.16,63.08,41.8,502.4,265.45,97.0
2018-10-16,157.3,186.5,45.58,116.8,58.58,111.4,111.35,88.18,36.73,50.84,63.1,41.39,490.5,264.95,97.36
2018-10-15,155.65,184.0,43.48,114.3,57.14,107.35,113.55,86.82,35.62,49.04,62.0,41.1,486.8,260.4,95.59
2018-10-12,160.35,182.6,44.06,115.7,57.44,109.05,113.8,87.3,35.6,49.23,62.76,41.28,490.4,261.9,94.32
2018-10-11,161.95,188.8,44.46,115.35,57.34,106.0,111.5,87.34,35.77,48.91,62.04,40.79,497.9,264.6,96.86
2018-10-10,163.8,191.3,44.92,118.15,58.32,109.0,118.7,86.22,36.24,50.38,62.86,41.74,506.0,263.95,98.73
2018-10-09,165.85,197.8,46.74,122.1,59.78,112.1,120.0,87.34,36.34,50.0,65.48,41.79,534.0,287.65,101.23
2018-10-08,163.3,199.45,46.46,122.05,60.7,113.65,120.0,86.9,36.52,50.72,65.98,41.75,528.4,278.1,101.27
2018-10-05,162.8,201.0,49.2,123.25,60.96,116.35,126.0,87.16,36.76,50.07,66.7,42.54,535.0,286.4,101.36
2018-10-04,163.4,200.7,49.62,124.5,62.28,116.3,128.25,90.0,36.74,49.65,67.62,43.25,540.0,286.0,101.41
2018-10-02,171.2,205.9,53.3,128.1,62.62,118.35,128.9,90.42,36.99,49.73,67.74,43.91,563.6,301.15,103.82
2018-10-01,174.25,208.2,55.5,129.4,62.7,120.0,128.5,91.58,37.27,50.15,69.0,44.37,570.0,307.15,103.32
2018-09-28,175.0,208.0,55.45,127.6,63.3,121.05,128.25,91.08,37.29,49.23,70.04,44.11,565.0,306.1,102.68
2018-09-27,175.9,205.5,54.95,128.3,62.68,120.65,128.15,91.1,37.66,48.68,69.32,43.92,562.2,306.95,103.5
2018-09-26,173.45,205.0,55.9,126.25,63.48,121.15,129.15,91.52,37.53,48.89,69.3,43.52,558.0,305.2,102.14
2018-09-25,173.4,203.6,55.6,123.85,63.66,120.45,127.4,92.1,36.71,49.16,69.28,43.45,558.6,302.9,99.82
2018-09-24,174.35,203.5,54.35,122.7,63.72,119.55,127.1,92.56,36.88,49.21,69.56,43.28,559.6,305.65,100.09
2018-09-21,176.1,205.0,52.2,122.65,63.68,121.6,127.2,93.4,37.06,48.93,70.46,43.03,559.4,305.0,99.41
2018-09-20,177.55,201.2,52.25,122.45,63.38,121.45,126.9,93.42,36.79,48.95,69.96,43.06,542.2,297.0,98.95
2018-09-19,176.35,199.95,52.35,122.15,63.72,119.45,130.25,92.04,36.4,48.75,68.98,43.02,546.2,290.55,98.18
2018-09-18,175.4,200.7,52.15,122.1,63.76,117.55,130.65,92.16,36.14,49.06,68.9,42.47,550.0,286.55,96.91
2018-09-17,174.05,201.5,51.95,121.45,63.1,118.2,130.6,91.32,36.31,48.98,68.52,42.48,543.8,289.8,97.18
2018-09-14,175.7,203.0,52.55,120.8,62.54,117.95,133.0,91.7,36.26,49.46,68.52,42.39,542.2,292.9,96.82
2018-09-13,171.45,203.5,52.9,121.0,62.6,118.25,129.7,89.64,35.91,47.19,68.7,42.56,543.0,290.2,96.64
2018-09-12,170.8,203.6,52.75,121.8,62.84,118.2,129.65,88.6,35.94,49.61,68.18,42.07,545.6,290.3,97.05
2018-09-11,170.45,202.0,50.6,120.2,62.1,117.1,129.3,88.02,35.88,49.73,65.76,42.02,534.2,284.9,95.82
2018-09-10,172.5,200.6,50.05,121.1,61.72,117.0,128.35,86.18,36.02,49.27,65.5,42.46,528.6,285.65,96.05
2018-09-07,171.55,197.3,49.92,119.5,62.98,117.7,128.15,87.04,35.72,48.7,65.68,42.25,528.0,280.45,95.41
2018-09-06,175.65,198.1,49.3,119.95,63.14,116.75,128.9,86.14,35.03,48.72,68.16,43.49,528.0,281.8,96.05
2018-09-05,172.85,199.65,49.28,121.0,63.88,109.4,132.1,90.46,35.42,50.42,68.08,43.84,540.4,282.05,96.5
2018-09-04,176.0,206.9,51.8,123.6,64.42,110.15,139.65,90.12,36.03,51.09,68.96,44.02,560.2,291.8,97.73
2018-09-03,178.85,206.5,52.95,124.45,65.1,112.25,139.5,89.16,36.96,52.48,70.06,43.06,557.8,302.7,98.82
2018-08-31,182.55,206.6,52.45,124.45,64.82,111.95,139.1,89.58,38.05,52.84,69.9,43.55,559.8,301.65,98.5
2018-08-30,180.0,209.4,52.05,125.05,65.12,112.95,140.05,91.98,38.89,52.75,70.46,43.52,571.2,310.65,99.41
2018-08-29,190.4,208.7,52.75,125.55,64.7,113.15,138.15,94.4,37.37,53.03,71.04,43.68,567.8,309.05,99.59
2018-08-28,185.1,208.9,53.1,124.65,64.26,112.35,137.5,94.88,37.08,53.11,71.48,44.01,565.2,309.35,99.36
2018-08-27,187.75,207.1,53.6,123.95,63.56,112.2,138.6,94.72,37.48,53.21,70.02,44.02,561.0,303.4,98.05
2018-08-24,187.2,207.4,52.7,124.6,63.18,109.55,136.15,93.3,37.48,53.05,69.8,43.85,555.0,300.45,97.91
2018-08-23,184.95,207.6,52.9,124.7,63.0,109.0,135.1,92.56,37.46,53.57,69.08,43.48,553.8,301.2,98.09
2018-08-22,184.75,207.0,52.2,124.3,62.8,107.6,133.65,92.56,37.64,53.34,69.18,43.2,550.4,299.95,98.14
2018-08-21,185.0,206.5,51.05,123.7,62.76,108.2,134.8,92.04,37.34,53.68,68.62,43.22,549.2,300.1,97.64
2018-08-20,186.3,205.4,51.6,123.8,62.84,107.8,132.9,92.1,36.64,53.66,68.76,43.31,548.4,298.75,97.27
2018-08-17,184.65,204.7,50.3,122.7,62.26,106.55,132.6,92.84,36.47,53.42,67.74,43.08,547.0,297.25,96.0
2018-08-16,181.8,202.1,50.3,123.1,62.24,107.05,132.5,92.18,36.61,52.94,66.8,42.87,543.4,298.15,96.68
2018-08-15,183.3,202.8,50.05,122.2,62.7,107.65,133.25,91.74,36.14,52.42,67.3,43.2,540.0,290.8,95.68
2018-08-14,183.65,207.4,50.4,124.15,62.68,107.5,133.15,93.8,36.88,52.35,68.0,43.52,548.2,299.7,97.68
2018-08-13,185.0,206.8,50.4,124.2,62.42,107.25,128.35,93.08,36.95,52.69,67.86,43.13,548.4,297.0,97.41
2018-08-10,185.05,206.8,50.15,123.45,62.3,106.9,128.2,94.08,37.16,52.27,67.94,43.19,546.4,295.45,97.77
